name,threads,n,run,duration
mpi-pi++,4,1024,5,0.28716
cpp11-pi,4,1024,6,0.26263
openMP-pi,4,1024,6,0.252755
mpi-pi,4,1024,6,0.28129177
mpi-pi++,4,1024,6,0.28394
cpp11-pi,4,1024,7,0.247115
openMP-pi,4,1024,7,0.260661
mpi-pi,4,1024,7,0.27511881
mpi-pi++,4,1024,7,0.266597
cpp11-pi,4,1024,8,0.253772
openMP-pi,4,1024,8,0.259394
mpi-pi,4,1024,8,0.29416598
mpi-pi++,4,1024,8,0.260953
cpp11-pi,4,1024,9,0.247543
openMP-pi,4,1024,9,0.274706
mpi-pi,4,1024,9,0.28723058
mpi-pi++,4,1024,9,0.28023
cpp11-pi,4,1024,10,0.247022
openMP-pi,4,1024,10,0.260858
mpi-pi,4,1024,10,0.27788284
mpi-pi++,4,1024,10,0.257976
cpp11-pi,8,1024,1,0.13432
openMP-pi,8,1024,1,0.141649
mpi-pi,8,1024,1,0.17825071
mpi-pi++,8,1024,1,0.174578
cpp11-pi,8,1024,2,0.178535
openMP-pi,8,1024,2,0.140954
mpi-pi,8,1024,2,0.16614307
mpi-pi++,8,1024,2,0.177753
cpp11-pi,8,1024,3,0.167919
openMP-pi,8,1024,3,0.139783
mpi-pi,8,1024,3,0.17069543
mpi-pi++,8,1024,3,0.168196
cpp11-pi,8,1024,4,0.164654
openMP-pi,8,1024,4,0.139354
mpi-pi,8,1024,4,0.18311567
mpi-pi++,8,1024,4,0.170578
cpp11-pi,8,1024,5,0.165957
openMP-pi,8,1024,5,0.13965
mpi-pi,8,1024,5,0.17096991
mpi-pi++,8,1024,5,0.161142
cpp11-pi,8,1024,6,0.166987
openMP-pi,8,1024,6,0.140289
mpi-pi,8,1024,6,0.17422173
mpi-pi++,8,1024,6,0.164109
cpp11-pi,8,1024,7,0.167749
openMP-pi,8,1024,7,0.139935
mpi-pi,8,1024,7,0.23097670
mpi-pi++,8,1024,7,0.184306
cpp11-pi,8,1024,8,0.166902
openMP-pi,8,1024,8,0.140486
mpi-pi,8,1024,8,0.16771052
mpi-pi++,8,1024,8,0.183005
cpp11-pi,8,1024,9,0.167194
openMP-pi,8,1024,9,0.140981
mpi-pi,8,1024,9,0.17595578
mpi-pi++,8,1024,9,0.209628
cpp11-pi,8,1024,10,0.162712
openMP-pi,8,1024,10,0.145576
mpi-pi,8,1024,10,0.20291878
mpi-pi++,8,1024,10,0.188703
cpp11-pi,1,2048,1,1.8571
openMP-pi,1,2048,1,1.88717
mpi-pi,1,2048,1,1.88091615
mpi-pi++,1,2048,1,1.84664
cpp11-pi,1,2048,2,1.85495
openMP-pi,1,2048,2,1.88566
mpi-pi,1,2048,2,1.86999634
mpi-pi++,1,2048,2,1.83987
cpp11-pi,1,2048,3,1.87713
openMP-pi,1,2048,3,1.88455
mpi-pi,1,2048,3,1.86389007
mpi-pi++,1,2048,3,1.83665
cpp11-pi,1,2048,4,1.88179
openMP-pi,1,2048,4,1.87702
mpi-pi,1,2048,4,1.85718517
mpi-pi++,1,2048,4,1.83293
cpp11-pi,1,2048,5,1.83194
openMP-pi,1,2048,5,1.8718
mpi-pi,1,2048,5,1.87514470
mpi-pi++,1,2048,5,1.8284
cpp11-pi,1,2048,6,1.86086
openMP-pi,1,2048,6,1.86442
mpi-pi,1,2048,6,1.85216645
mpi-pi++,1,2048,6,1.83651
cpp11-pi,1,2048,7,1.87098
openMP-pi,1,2048,7,1.86146
mpi-pi,1,2048,7,1.84639459
mpi-pi++,1,2048,7,1.82865
cpp11-pi,1,2048,8,1.82412
openMP-pi,1,2048,8,1.86145
mpi-pi,1,2048,8,1.85665576
mpi-pi++,1,2048,8,1.82711
cpp11-pi,1,2048,9,1.83551
openMP-pi,1,2048,9,1.8603
mpi-pi,1,2048,9,1.86844694
mpi-pi++,1,2048,9,1.8244
cpp11-pi,1,2048,10,1.81865
openMP-pi,1,2048,10,1.8585
mpi-pi,1,2048,10,1.85869352
mpi-pi++,1,2048,10,1.8267
cpp11-pi,2,2048,1,0.939918
openMP-pi,2,2048,1,0.94464
mpi-pi,2,2048,1,0.94425202
mpi-pi++,2,2048,1,0.936005
cpp11-pi,2,2048,2,0.916779
openMP-pi,2,2048,2,0.958251
mpi-pi,2,2048,2,0.94221370
mpi-pi++,2,2048,2,0.934174
cpp11-pi,2,2048,3,0.946548
openMP-pi,2,2048,3,0.960621
mpi-pi,2,2048,3,0.95764587
mpi-pi++,2,2048,3,0.9337
cpp11-pi,2,2048,4,0.980887
openMP-pi,2,2048,4,0.94722
mpi-pi,2,2048,4,0.94461010
mpi-pi++,2,2048,4,0.933032
cpp11-pi,2,2048,5,0.931578
openMP-pi,2,2048,5,0.957284
mpi-pi,2,2048,5,0.96374157
mpi-pi++,2,2048,5,0.924136
cpp11-pi,2,2048,6,0.946439
openMP-pi,2,2048,6,0.94822
mpi-pi,2,2048,6,0.94694473
mpi-pi++,2,2048,6,0.933226
cpp11-pi,2,2048,7,1.00686
openMP-pi,2,2048,7,1.02268
mpi-pi,2,2048,7,0.96705786
mpi-pi++,2,2048,7,0.934899
cpp11-pi,2,2048,8,0.944494
openMP-pi,2,2048,8,0.959328
mpi-pi,2,2048,8,0.95739414
mpi-pi++,2,2048,8,0.922135
cpp11-pi,2,2048,9,0.929741
openMP-pi,2,2048,9,0.959649
mpi-pi,2,2048,9,0.95316565
mpi-pi++,2,2048,9,0.932128
cpp11-pi,2,2048,10,0.938336
openMP-pi,2,2048,10,0.959782
mpi-pi,2,2048,10,0.96007700
mpi-pi++,2,2048,10,0.931285
cpp11-pi,4,2048,1,0.503273
openMP-pi,4,2048,1,0.519168
mpi-pi,4,2048,1,0.53851628
mpi-pi++,4,2048,1,0.50778
cpp11-pi,4,2048,2,0.4976
openMP-pi,4,2048,2,0.511379
mpi-pi,4,2048,2,0.55265032
mpi-pi++,4,2048,2,0.501761
cpp11-pi,4,2048,3,0.501155
openMP-pi,4,2048,3,0.52718
mpi-pi,4,2048,3,0.54022199
mpi-pi++,4,2048,3,0.484549
cpp11-pi,4,2048,4,0.523267
openMP-pi,4,2048,4,0.517765
mpi-pi,4,2048,4,0.53438496
mpi-pi++,4,2048,4,0.533644
cpp11-pi,4,2048,5,0.506983
openMP-pi,4,2048,5,0.509941
mpi-pi,4,2048,5,0.48251855
mpi-pi++,4,2048,5,0.53805
cpp11-pi,4,2048,6,0.529406
openMP-pi,4,2048,6,0.504354
mpi-pi,4,2048,6,0.52012832
mpi-pi++,4,2048,6,0.515914
cpp11-pi,4,2048,7,0.509723
openMP-pi,4,2048,7,0.488886
mpi-pi,4,2048,7,0.55123126
mpi-pi++,4,2048,7,0.533559
cpp11-pi,4,2048,8,0.505152
openMP-pi,4,2048,8,0.509766
mpi-pi,4,2048,8,0.55859141
mpi-pi++,4,2048,8,0.530208
cpp11-pi,4,2048,9,0.53315
openMP-pi,4,2048,9,0.525039
mpi-pi,4,2048,9,0.53372198
mpi-pi++,4,2048,9,0.537976
cpp11-pi,4,2048,10,0.513818
openMP-pi,4,2048,10,0.511135
mpi-pi,4,2048,10,0.55759773
mpi-pi++,4,2048,10,0.527061
cpp11-pi,8,2048,1,0.268994
openMP-pi,8,2048,1,0.2772
mpi-pi,8,2048,1,0.35556290
mpi-pi++,8,2048,1,0.309853
cpp11-pi,8,2048,2,0.302968
openMP-pi,8,2048,2,0.277832
mpi-pi,8,2048,2,0.30748155
mpi-pi++,8,2048,2,0.309183
cpp11-pi,8,2048,3,0.277117
openMP-pi,8,2048,3,0.278625
mpi-pi,8,2048,3,0.31966759
mpi-pi++,8,2048,3,0.306441
cpp11-pi,8,2048,4,0.300798
openMP-pi,8,2048,4,0.290559
mpi-pi,8,2048,4,0.29638667
mpi-pi++,8,2048,4,0.3087
cpp11-pi,8,2048,5,0.301626
openMP-pi,8,2048,5,0.278032
mpi-pi,8,2048,5,0.34649059
mpi-pi++,8,2048,5,0.306738
cpp11-pi,8,2048,6,0.299881
openMP-pi,8,2048,6,0.279164
mpi-pi,8,2048,6,0.30440969
mpi-pi++,8,2048,6,0.315657
cpp11-pi,8,2048,7,0.302571
openMP-pi,8,2048,7,0.281147
mpi-pi,8,2048,7,0.35934000
mpi-pi++,8,2048,7,0.315399
cpp11-pi,8,2048,8,0.298528
openMP-pi,8,2048,8,0.280329
mpi-pi,8,2048,8,0.31697552
mpi-pi++,8,2048,8,0.300636
cpp11-pi,8,2048,9,0.302937
openMP-pi,8,2048,9,0.285087
mpi-pi,8,2048,9,0.30442599
mpi-pi++,8,2048,9,0.323616
cpp11-pi,8,2048,10,0.309201
openMP-pi,8,2048,10,0.281616
mpi-pi,8,2048,10,0.31694731
mpi-pi++,8,2048,10,0.316948
cpp11-pi,1,4096,1,3.75979
openMP-pi,1,4096,1,3.76801
mpi-pi,1,4096,1,3.73222482
mpi-pi++,1,4096,1,3.66891
cpp11-pi,1,4096,2,3.76473
openMP-pi,1,4096,2,3.74224
mpi-pi,1,4096,2,3.70671496
mpi-pi++,1,4096,2,3.66188
cpp11-pi,1,4096,3,3.72491
openMP-pi,1,4096,3,3.72253
mpi-pi,1,4096,3,3.70332622
mpi-pi++,1,4096,3,3.64875
cpp11-pi,1,4096,4,3.67892
openMP-pi,1,4096,4,3.71385
mpi-pi,1,4096,4,3.67979199
mpi-pi++,1,4096,4,3.66092
cpp11-pi,1,4096,5,3.69455
openMP-pi,1,4096,5,3.70396
mpi-pi,1,4096,5,3.68496614
mpi-pi++,1,4096,5,3.6393
cpp11-pi,1,4096,6,3.63838
openMP-pi,1,4096,6,3.70387
mpi-pi,1,4096,6,3.68024779
mpi-pi++,1,4096,6,3.63919
cpp11-pi,1,4096,7,3.65151
openMP-pi,1,4096,7,3.70354
mpi-pi,1,4096,7,3.70332939
mpi-pi++,1,4096,7,3.63202
cpp11-pi,1,4096,8,3.68506
openMP-pi,1,4096,8,3.69646
mpi-pi,1,4096,8,3.70451596
mpi-pi++,1,4096,8,3.63809
cpp11-pi,1,4096,9,3.63897
openMP-pi,1,4096,9,3.6872
mpi-pi,1,4096,9,3.65845998
mpi-pi++,1,4096,9,3.62384
cpp11-pi,1,4096,10,3.62586
openMP-pi,1,4096,10,3.68666
mpi-pi,1,4096,10,3.70306669
mpi-pi++,1,4096,10,3.63043
cpp11-pi,2,4096,1,1.98476
openMP-pi,2,4096,1,1.90561
mpi-pi,2,4096,1,1.89253732
mpi-pi++,2,4096,1,1.87692
cpp11-pi,2,4096,2,1.88495
openMP-pi,2,4096,2,1.90914
mpi-pi,2,4096,2,1.89859798
mpi-pi++,2,4096,2,1.85004
cpp11-pi,2,4096,3,1.89
openMP-pi,2,4096,3,1.91156
mpi-pi,2,4096,3,1.87007783
mpi-pi++,2,4096,3,1.85187
cpp11-pi,2,4096,4,1.85653
openMP-pi,2,4096,4,1.88565
mpi-pi,2,4096,4,1.89542046
mpi-pi++,2,4096,4,1.85102
cpp11-pi,2,4096,5,2.02332
openMP-pi,2,4096,5,1.85563
mpi-pi,2,4096,5,1.89090518
mpi-pi++,2,4096,5,1.83933
cpp11-pi,2,4096,6,1.86908
openMP-pi,2,4096,6,1.90875
mpi-pi,2,4096,6,1.86962270
mpi-pi++,2,4096,6,1.84942
cpp11-pi,2,4096,7,1.87204
openMP-pi,2,4096,7,1.91288
mpi-pi,2,4096,7,1.90123159
mpi-pi++,2,4096,7,1.88463
cpp11-pi,2,4096,8,1.89679
openMP-pi,2,4096,8,1.90555
mpi-pi,2,4096,8,1.90728764
mpi-pi++,2,4096,8,1.86623
cpp11-pi,2,4096,9,1.87322
openMP-pi,2,4096,9,1.90968
mpi-pi,2,4096,9,1.91387387
mpi-pi++,2,4096,9,1.83905
cpp11-pi,2,4096,10,1.97815
openMP-pi,2,4096,10,1.89931
mpi-pi,2,4096,10,1.88723967
mpi-pi++,2,4096,10,1.86095
cpp11-pi,4,4096,1,0.976546
openMP-pi,4,4096,1,1.0114
mpi-pi,4,4096,1,1.00888011
mpi-pi++,4,4096,1,1.03595
cpp11-pi,4,4096,2,1.03708
openMP-pi,4,4096,2,1.02418
mpi-pi,4,4096,2,1.01070673
mpi-pi++,4,4096,2,1.01059
cpp11-pi,4,4096,3,1.00611
openMP-pi,4,4096,3,1.01491
mpi-pi,4,4096,3,1.00749224
mpi-pi++,4,4096,3,1.01398
cpp11-pi,4,4096,4,1.00393
openMP-pi,4,4096,4,1.02345
mpi-pi,4,4096,4,1.03125289
mpi-pi++,4,4096,4,1.00585
cpp11-pi,4,4096,5,1.00483
openMP-pi,4,4096,5,1.03387
mpi-pi,4,4096,5,1.01828248
mpi-pi++,4,4096,5,0.98894
cpp11-pi,4,4096,6,1.03602
openMP-pi,4,4096,6,1.01918
mpi-pi,4,4096,6,1.01230713
mpi-pi++,4,4096,6,1.00282
cpp11-pi,4,4096,7,1.04257
openMP-pi,4,4096,7,1.02932
mpi-pi,4,4096,7,1.07422879
mpi-pi++,4,4096,7,1.04982
cpp11-pi,4,4096,8,1.00632
openMP-pi,4,4096,8,1.03349
mpi-pi,4,4096,8,1.01486946
mpi-pi++,4,4096,8,1.02823
cpp11-pi,4,4096,9,1.01018
openMP-pi,4,4096,9,1.0346
mpi-pi,4,4096,9,1.01616104
mpi-pi++,4,4096,9,1.04472
cpp11-pi,4,4096,10,1.05269
openMP-pi,4,4096,10,1.01374
mpi-pi,4,4096,10,1.02147061
mpi-pi++,4,4096,10,1.02359
cpp11-pi,8,4096,1,0.576525
openMP-pi,8,4096,1,0.645691
mpi-pi,8,4096,1,0.57746552
mpi-pi++,8,4096,1,0.577564
cpp11-pi,8,4096,2,0.553554
openMP-pi,8,4096,2,0.560722
mpi-pi,8,4096,2,0.57959046
mpi-pi++,8,4096,2,0.588556
cpp11-pi,8,4096,3,0.610077
openMP-pi,8,4096,3,0.550032
mpi-pi,8,4096,3,0.91856624
mpi-pi++,8,4096,3,0.652438
cpp11-pi,8,4096,4,0.654674
openMP-pi,8,4096,4,0.621979
mpi-pi,8,4096,4,0.92049231
mpi-pi++,8,4096,4,0.597067
cpp11-pi,8,4096,5,0.601582
openMP-pi,8,4096,5,0.694125
mpi-pi,8,4096,5,0.60047678
mpi-pi++,8,4096,5,0.593855
cpp11-pi,8,4096,6,0.558171
openMP-pi,8,4096,6,0.570326
mpi-pi,8,4096,6,0.65063575
mpi-pi++,8,4096,6,0.606698
cpp11-pi,8,4096,7,0.578374
openMP-pi,8,4096,7,0.558669
mpi-pi,8,4096,7,0.62249310
mpi-pi++,8,4096,7,0.629849
cpp11-pi,8,4096,8,0.587771
openMP-pi,8,4096,8,0.562354
mpi-pi,8,4096,8,0.68166549
mpi-pi++,8,4096,8,0.627942
cpp11-pi,8,4096,9,0.584657
openMP-pi,8,4096,9,0.559218
mpi-pi,8,4096,9,0.55967943
mpi-pi++,8,4096,9,0.618392
cpp11-pi,8,4096,10,0.58242
openMP-pi,8,4096,10,0.56111
mpi-pi,8,4096,10,0.60250094
mpi-pi++,8,4096,10,0.628563
cpp11-pi,1,8192,1,7.3351
openMP-pi,1,8192,1,7.46156
mpi-pi,1,8192,1,7.42713815
mpi-pi++,1,8192,1,7.30797
cpp11-pi,1,8192,2,7.39382
openMP-pi,1,8192,2,7.41378
mpi-pi,1,8192,2,7.39921207
mpi-pi++,1,8192,2,7.29653
cpp11-pi,1,8192,3,7.41228
openMP-pi,1,8192,3,7.40029
mpi-pi,1,8192,3,7.40466288
mpi-pi++,1,8192,3,7.27329
cpp11-pi,1,8192,4,7.2275
openMP-pi,1,8192,4,7.37555
mpi-pi,1,8192,4,7.37351730
mpi-pi++,1,8192,4,7.2639
cpp11-pi,1,8192,5,7.37684
openMP-pi,1,8192,5,7.36415
mpi-pi,1,8192,5,7.38120746
mpi-pi++,1,8192,5,7.25898
cpp11-pi,1,8192,6,7.22882
openMP-pi,1,8192,6,7.36476
mpi-pi,1,8192,6,7.37995579
mpi-pi++,1,8192,6,7.25022
cpp11-pi,1,8192,7,7.30673
openMP-pi,1,8192,7,7.35234
mpi-pi,1,8192,7,7.35402626
mpi-pi++,1,8192,7,7.23787
cpp11-pi,1,8192,8,7.36524
openMP-pi,1,8192,8,7.34574
mpi-pi,1,8192,8,7.31651927
mpi-pi++,1,8192,8,7.25791
cpp11-pi,1,8192,9,7.22726
openMP-pi,1,8192,9,7.34973
mpi-pi,1,8192,9,7.33207845
mpi-pi++,1,8192,9,7.23681
cpp11-pi,1,8192,10,7.22668
openMP-pi,1,8192,10,7.34549
mpi-pi,1,8192,10,7.31382248
mpi-pi++,1,8192,10,7.23452
cpp11-pi,2,8192,1,3.72609
openMP-pi,2,8192,1,3.7601
mpi-pi,2,8192,1,3.74700664
mpi-pi++,2,8192,1,3.6788
cpp11-pi,2,8192,2,3.75279
openMP-pi,2,8192,2,3.75241
mpi-pi,2,8192,2,3.78453387
mpi-pi++,2,8192,2,3.6796
cpp11-pi,2,8192,3,3.80965
openMP-pi,2,8192,3,3.77384
mpi-pi,2,8192,3,3.75822417
mpi-pi++,2,8192,3,3.74093
cpp11-pi,2,8192,4,3.84892
openMP-pi,2,8192,4,3.96666
mpi-pi,2,8192,4,3.99579855
mpi-pi++,2,8192,4,3.76019
cpp11-pi,2,8192,5,4.13795
openMP-pi,2,8192,5,3.88515
mpi-pi,2,8192,5,3.91288401
mpi-pi++,2,8192,5,3.73408
cpp11-pi,2,8192,6,3.77554
openMP-pi,2,8192,6,3.87839
mpi-pi,2,8192,6,3.77658126
mpi-pi++,2,8192,6,3.7868
cpp11-pi,2,8192,7,3.73488
openMP-pi,2,8192,7,3.78195
mpi-pi,2,8192,7,3.79937318
mpi-pi++,2,8192,7,3.75469
cpp11-pi,2,8192,8,3.87069
openMP-pi,2,8192,8,3.78692
mpi-pi,2,8192,8,3.77363802
mpi-pi++,2,8192,8,3.69802
cpp11-pi,2,8192,9,3.73561
openMP-pi,2,8192,9,3.77405
mpi-pi,2,8192,9,3.78265153
mpi-pi++,2,8192,9,3.69363
cpp11-pi,2,8192,10,3.74953
openMP-pi,2,8192,10,3.85209
mpi-pi,2,8192,10,3.77386636
mpi-pi++,2,8192,10,3.71773
cpp11-pi,4,8192,1,2.07147
openMP-pi,4,8192,1,2.05923
mpi-pi,4,8192,1,2.08196688
mpi-pi++,4,8192,1,1.98031
cpp11-pi,4,8192,2,1.89347
openMP-pi,4,8192,2,2.05965
mpi-pi,4,8192,2,2.01811504
mpi-pi++,4,8192,2,2.01383
cpp11-pi,4,8192,3,2.11939
openMP-pi,4,8192,3,2.02981
mpi-pi,4,8192,3,2.09537362
mpi-pi++,4,8192,3,2.07391
cpp11-pi,4,8192,4,2.00536
openMP-pi,4,8192,4,2.06713
mpi-pi,4,8192,4,2.11041897
mpi-pi++,4,8192,4,1.98624
cpp11-pi,4,8192,5,2.01077
openMP-pi,4,8192,5,1.93276
mpi-pi,4,8192,5,2.09070421
mpi-pi++,4,8192,5,2.00022
cpp11-pi,4,8192,6,2.0123
openMP-pi,4,8192,6,1.93862
mpi-pi,4,8192,6,1.91067217
mpi-pi++,4,8192,6,1.98817
cpp11-pi,4,8192,7,2.03959
openMP-pi,4,8192,7,2.08111
mpi-pi,4,8192,7,2.06667777
mpi-pi++,4,8192,7,2.0726
cpp11-pi,4,8192,8,2.02542
openMP-pi,4,8192,8,2.04701
mpi-pi,4,8192,8,2.03389108
mpi-pi++,4,8192,8,2.00982
cpp11-pi,4,8192,9,2.04124
openMP-pi,4,8192,9,2.12255
mpi-pi,4,8192,9,2.01693796
mpi-pi++,4,8192,9,1.99044
cpp11-pi,4,8192,10,2.14565
openMP-pi,4,8192,10,2.04377
mpi-pi,4,8192,10,2.03505772
mpi-pi++,4,8192,10,2.00896
cpp11-pi,8,8192,1,1.08414
openMP-pi,8,8192,1,1.10675
mpi-pi,8,8192,1,1.15001686
mpi-pi++,8,8192,1,1.11091
cpp11-pi,8,8192,2,1.11661
openMP-pi,8,8192,2,1.11092
mpi-pi,8,8192,2,1.13052290
mpi-pi++,8,8192,2,1.1391
cpp11-pi,8,8192,3,1.10038
openMP-pi,8,8192,3,1.11898
mpi-pi,8,8192,3,1.12956510
mpi-pi++,8,8192,3,1.0939
cpp11-pi,8,8192,4,1.12314
openMP-pi,8,8192,4,1.11357
mpi-pi,8,8192,4,1.11721795
mpi-pi++,8,8192,4,1.1056
cpp11-pi,8,8192,5,1.12189
openMP-pi,8,8192,5,1.1154
mpi-pi,8,8192,5,1.13628317
mpi-pi++,8,8192,5,1.14723
cpp11-pi,8,8192,6,1.12451
openMP-pi,8,8192,6,1.12332
mpi-pi,8,8192,6,1.12872440
mpi-pi++,8,8192,6,1.11975
cpp11-pi,8,8192,7,1.13511
openMP-pi,8,8192,7,1.11651
mpi-pi,8,8192,7,1.14496887
mpi-pi++,8,8192,7,1.11028
cpp11-pi,8,8192,8,1.1256
openMP-pi,8,8192,8,1.11989
mpi-pi,8,8192,8,1.13228990
mpi-pi++,8,8192,8,1.11386
cpp11-pi,8,8192,9,1.12435
openMP-pi,8,8192,9,1.1234
mpi-pi,8,8192,9,1.14445195
mpi-pi++,8,8192,9,1.11098
cpp11-pi,8,8192,10,1.13207
openMP-pi,8,8192,10,1.12301
mpi-pi,8,8192,10,1.10405343
mpi-pi++,8,8192,10,1.13588
